Name,DataType,Comment,Address
FT_115_LO,Bool,Flow transmitter 15 low alarm,%MX542.4
FT_115_FAIL,Bool,Flow transmitter 15 signal fault,%MX542.6
FT_116_PV,analog,Flow transmitter 16 process value (m3/h),%MD4344
FT_116_SP,REAL,Flow transmitter 16 setpoint,%MD4346
FT_116_HI,Bool,Flow transmitter 16 high alarm,%MX543.4
FT_116_LO,Bool,Flow transmitter 16 low alarm,%MX543.6
FT_116_FAIL,Bool,Flow transmitter 16 signal fault,%MX544.0
FT_117_PV,analog,Flow transmitter 17 process value (m3/h),%MD4354
FT_117_SP,REAL,Flow transmitter 17 setpoint,%MD4356
FT_117_HI,Bool,Flow transmitter 17 high alarm,%MX544.6
FT_117_LO,Bool,Flow transmitter 17 low alarm,%MX545.0
FT_117_FAIL,Bool,Flow transmitter 17 signal fault,%MX545.2
FT_118_PV,analog,Flow transmitter 18 process value (m3/h),%MD4364
FT_118_SP,REAL,Flow transmitter 18 setpoint,%MD4366
FT_118_HI,Bool,Flow transmitter 18 high alarm,%MX546.0
FT_118_LO,Bool,Flow transmitter 18 low alarm,%MX546.2
FT_118_FAIL,Bool,Flow transmitter 18 signal fault,%MX546.4
FT_119_PV,analog,Flow transmitter 19 process value (m3/h),%MD4374
FT_119_SP,REAL,Flow transmitter 19 setpoint,%MD4376
FT_119_HI,Bool,Flow transmitter 19 high alarm,%MX547.2
FT_119_LO,Bool,Flow transmitter 19 low alarm,%MX547.4
FT_119_FAIL,Bool,Flow transmitter 19 signal fault,%MX547.6
FT_120_PV,analog,Flow transmitter 20 process value (m3/h),%MD4384
FT_120_SP,REAL,Flow transmitter 20 setpoint,%MD4386
FT_120_HI,Bool,Flow transmitter 20 high alarm,%MX548.4
FT_120_LO,Bool,Flow transmitter 20 low alarm,%MX548.6
FT_120_FAIL,Bool,Flow transmitter 20 signal fault,%MX549.0
LT_101_PV,analog,Level transmitter 1 process value (%),%MD4394
LT_101_SP,REAL,Level transmitter 1 setpoint,%MD4396
LT_101_HI,Bool,Level transmitter 1 high alarm,%MX549.6
LT_101_LO,Bool,Level transmitter 1 low alarm,%MX550.0
LT_101_FAIL,Bool,Level transmitter 1 signal fault,%MX550.2
LT_102_PV,analog,Level transmitter 2 process value (%),%MD4404
LT_102_SP,REAL,Level transmitter 2 setpoint,%MD4406
LT_102_HI,Bool,Level transmitter 2 high alarm,%MX551.0
LT_102_LO,Bool,Level transmitter 2 low alarm,%MX551.2
LT_102_FAIL,Bool,Level transmitter 2 signal fault,%MX551.4
LT_103_PV,analog,Level transmitter 3 process value (%),%MD4414
LT_103_SP,REAL,Level transmitter 3 setpoint,%MD4416
LT_103_HI,Bool,Level transmitter 3 high alarm,%MX552.2
LT_103_LO,Bool,Level transmitter 3 low alarm,%MX552.4
LT_103_FAIL,Bool,Level transmitter 3 signal fault,%MX552.6
LT_104_PV,analog,Level transmitter 4 process value (%),%MD4424
LT_104_SP,REAL,Level transmitter 4 setpoint,%MD4426
LT_104_HI,Bool,Level transmitter 4 high alarm,%MX553.4
LT_104_LO,Bool,Level transmitter 4 low alarm,%MX553.6
LT_104_FAIL,Bool,Level transmitter 4 signal fault,%MX554.0
LT_105_PV,analog,Level transmitter 5 process value (%),%MD4434
LT_105_SP,REAL,Level transmitter 5 setpoint,%MD4436
LT_105_HI,Bool,Level transmitter 5 high alarm,%MX554.6
LT_105_LO,Bool,Level transmitter 5 low alarm,%MX555.0
LT_105_FAIL,Bool,Level transmitter 5 signal fault,%MX555.2
LT_106_PV,analog,Level transmitter 6 process value (%),%MD4444
LT_106_SP,REAL,Level transmitter 6 setpoint,%MD4446
LT_106_HI,Bool,Level transmitter 6 high alarm,%MX556.0
LT_106_LO,Bool,Level transmitter 6 low alarm,%MX556.2
LT_106_FAIL,Bool,Level transmitter 6 signal fault,%MX556.4
LT_107_PV,analog,Level transmitter 7 process value (%),%MD4454
LT_107_SP,REAL,Level transmitter 7 setpoint,%MD4456
LT_107_HI,Bool,Level transmitter 7 high alarm,%MX557.2
LT_107_LO,Bool,Level transmitter 7 low alarm,%MX557.4
LT_107_FAIL,Bool,Level transmitter 7 signal fault,%MX557.6
LT_108_PV,analog,Level transmitter 8 process value (%),%MD4464
LT_108_SP,REAL,Level transmitter 8 setpoint,%MD4466
LT_108_HI,Bool,Level transmitter 8 high alarm,%MX558.4
LT_108_LO,Bool,Level transmitter 8 low alarm,%MX558.6
LT_108_FAIL,Bool,Level transmitter 8 signal fault,%MX559.0
LT_109_PV,analog,Level transmitter 9 process value (%),%MD4474
LT_109_SP,REAL,Level transmitter 9 setpoint,%MD4476
LT_109_HI,Bool,Level transmitter 9 high alarm,%MX559.6
LT_109_LO,Bool,Level transmitter 9 low alarm,%MX560.0
LT_109_FAIL,Bool,Level transmitter 9 signal fault,%MX560.2
LT_110_PV,analog,Level transmitter 10 process value (%),%MD4484
LT_110_SP,REAL,Level transmitter 10 setpoint,%MD4486
LT_110_HI,Bool,Level transmitter 10 high alarm,%MX561.0
LT_110_LO,Bool,Level transmitter 10 low alarm,%MX561.2
LT_110_FAIL,Bool,Level transmitter 10 signal fault,%MX561.4
LT_111_PV,analog,Level transmitter 11 process value (%),%MD4494
LT_111_SP,REAL,Level transmitter 11 setpoint,%MD4496
LT_111_HI,Bool,Level transmitter 11 high alarm,%MX562.2
LT_111_LO,Bool,Level transmitter 11 low alarm,%MX562.4
LT_111_FAIL,Bool,Level transmitter 11 signal fault,%MX562.6
LT_112_PV,analog,Level transmitter 12 process value (%),%MD4504
LT_112_SP,REAL,Level transmitter 12 setpoint,%MD4506
LT_112_HI,Bool,Level transmitter 12 high alarm,%MX563.4
LT_112_LO,Bool,Level transmitter 12 low alarm,%MX563.6
LT_112_FAIL,Bool,Level transmitter 12 signal fault,%MX564.0
LT_113_PV,analog,Level transmitter 13 process value (%),%MD4514
LT_113_SP,REAL,Level transmitter 13 setpoint,%MD4516
LT_113_HI,Bool,Level transmitter 13 high alarm,%MX564.6
LT_113_LO,Bool,Level transmitter 13 low alarm,%MX565.0
LT_113_FAIL,Bool,Level transmitter 13 signal fault,%MX565.2
LT_114_PV,analog,Level transmitter 14 process value (%),%MD4524
LT_114_SP,REAL,Level transmitter 14 setpoint,%MD4526
LT_114_HI,Bool,Level transmitter 14 high alarm,%MX566.0
LT_114_LO,Bool,Level transmitter 14 low alarm,%MX566.2
LT_114_FAIL,Bool,Level transmitter 14 signal fault,%MX566.4
LT_115_PV,analog,Level transmitter 15 process value (%),%MD4534
LT_115_SP,REAL,Level transmitter 15 setpoint,%MD4536
LT_115_HI,Bool,Level transmitter 15 high alarm,%MX567.2
LT_115_LO,Bool,Level transmitter 15 low alarm,%MX567.4
LT_115_FAIL,Bool,Level transmitter 15 signal fault,%MX567.6
LT_116_PV,analog,Level transmitter 16 process value (%),%MD4544
LT_116_SP,REAL,Level transmitter 16 setpoint,%MD4546
LT_116_HI,Bool,Level transmitter 16 high alarm,%MX568.4
LT_116_LO,Bool,Level transmitter 16 low alarm,%MX568.6
LT_116_FAIL,Bool,Level transmitter 16 signal fault,%MX569.0
LT_117_PV,analog,Level transmitter 17 process value (%),%MD4554
LT_117_SP,REAL,Level transmitter 17 setpoint,%MD4556
LT_117_HI,Bool,Level transmitter 17 high alarm,%MX569.6
LT_117_LO,Bool,Level transmitter 17 low alarm,%MX570.0
LT_117_FAIL,Bool,Level transmitter 17 signal fault,%MX570.2
LT_118_PV,analog,Level transmitter 18 process value (%),%MD4564
LT_118_SP,REAL,Level transmitter 18 setpoint,%MD4566
LT_118_HI,Bool,Level transmitter 18 high alarm,%MX571.0
LT_118_LO,Bool,Level transmitter 18 low alarm,%MX571.2
LT_118_FAIL,Bool,Level transmitter 18 signal fault,%MX571.4
LT_119_PV,analog,Level transmitter 19 process value (%),%MD4574
LT_119_SP,REAL,Level transmitter 19 setpoint,%MD4576
LT_119_HI,Bool,Level transmitter 19 high alarm,%MX572.2
LT_119_LO,Bool,Level transmitter 19 low alarm,%MX572.4
LT_119_FAIL,Bool,Level transmitter 19 signal fault,%MX572.6
LT_120_PV,analog,Level transmitter 20 process value (%),%MD4584
LT_120_SP,REAL,Level transmitter 20 setpoint,%MD4586
LT_120_HI,Bool,Level transmitter 20 high alarm,%MX573.4
LT_120_LO,Bool,Level transmitter 20 low alarm,%MX573.6
LT_120_FAIL,Bool,Level transmitter 20 signal fault,%MX574.0
PT_101_PV,analog,Pressure transmitter 1 process value (bar),%MD4594
PT_101_SP,REAL,Pressure transmitter 1 setpoint,%MD4596
PT_101_HI,Bool,Pressure transmitter 1 high alarm,%MX574.6
PT_101_LO,Bool,Pressure transmitter 1 low alarm,%MX575.0
PT_101_FAIL,Bool,Pressure transmitter 1 signal fault,%MX575.2
PT_102_PV,analog,Pressure transmitter 2 process value (bar),%MD4604
PT_102_SP,REAL,Pressure transmitter 2 setpoint,%MD4606
PT_102_HI,Bool,Pressure transmitter 2 high alarm,%MX576.0
PT_102_LO,Bool,Pressure transmitter 2 low alarm,%MX576.2
PT_102_FAIL,Bool,Pressure transmitter 2 signal fault,%MX576.4
PT_103_PV,analog,Pressure transmitter 3 process value (bar),%MD4614
PT_103_SP,REAL,Pressure transmitter 3 setpoint,%MD4616
PT_103_HI,Bool,Pressure transmitter 3 high alarm,%MX577.2
PT_103_LO,Bool,Pressure transmitter 3 low alarm,%MX577.4
PT_103_FAIL,Bool,Pressure transmitter 3 signal fault,%MX577.6
PT_104_PV,analog,Pressure transmitter 4 process value (bar),%MD4624
PT_104_SP,REAL,Pressure transmitter 4 setpoint,%MD4626
PT_104_HI,Bool,Pressure transmitter 4 high alarm,%MX578.4
PT_104_LO,Bool,Pressure transmitter 4 low alarm,%MX578.6
PT_104_FAIL,Bool,Pressure transmitter 4 signal fault,%MX579.0
PT_105_PV,analog,Pressure transmitter 5 process value (bar),%MD4634
PT_105_SP,REAL,Pressure transmitter 5 setpoint,%MD4636
PT_105_HI,Bool,Pressure transmitter 5 high alarm,%MX579.6
PT_105_LO,Bool,Pressure transmitter 5 low alarm,%MX580.0
PT_105_FAIL,Bool,Pressure transmitter 5 signal fault,%MX580.2
PT_106_PV,analog,Pressure transmitter 6 process value (bar),%MD4644
PT_106_SP,REAL,Pressure transmitter 6 setpoint,%MD4646
PT_106_HI,Bool,Pressure transmitter 6 high alarm,%MX581.0
PT_106_LO,Bool,Pressure transmitter 6 low alarm,%MX581.2
PT_106_FAIL,Bool,Pressure transmitter 6 signal fault,%MX581.4
PT_107_PV,analog,Pressure transmitter 7 process value (bar),%MD4654
PT_107_SP,REAL,Pressure transmitter 7 setpoint,%MD4656
PT_107_HI,Bool,Pressure transmitter 7 high alarm,%MX582.2
PT_107_LO,Bool,Pressure transmitter 7 low alarm,%MX582.4
PT_107_FAIL,Bool,Pressure transmitter 7 signal fault,%MX582.6
PT_108_PV,analog,Pressure transmitter 8 process value (bar),%MD4664
PT_108_SP,REAL,Pressure transmitter 8 setpoint,%MD4666
PT_108_HI,Bool,Pressure transmitter 8 high alarm,%MX583.4
PT_108_LO,Bool,Pressure transmitter 8 low alarm,%MX583.6
PT_108_FAIL,Bool,Pressure transmitter 8 signal fault,%MX584.0
PT_109_PV,analog,Pressure transmitter 9 process value (bar),%MD4674
PT_109_SP,REAL,Pressure transmitter 9 setpoint,%MD4676
PT_109_HI,Bool,Pressure transmitter 9 high alarm,%MX584.6
PT_109_LO,Bool,Pressure transmitter 9 low alarm,%MX585.0
PT_109_FAIL,Bool,Pressure transmitter 9 signal fault,%MX585.2
PT_110_PV,analog,Pressure transmitter 10 process value (bar),%MD4684
PT_110_SP,REAL,Pressure transmitter 10 setpoint,%MD4686
PT_110_HI,Bool,Pressure transmitter 10 high alarm,%MX586.0
PT_110_LO,Bool,Pressure transmitter 10 low alarm,%MX586.2
PT_110_FAIL,Bool,Pressure transmitter 10 signal fault,%MX586.4
PT_111_PV,analog,Pressure transmitter 11 process value (bar),%MD4694
PT_111_SP,REAL,Pressure transmitter 11 setpoint,%MD4696
PT_111_HI,Bool,Pressure transmitter 11 high alarm,%MX587.2
PT_111_LO,Bool,Pressure transmitter 11 low alarm,%MX587.4
PT_111_FAIL,Bool,Pressure transmitter 11 signal fault,%MX587.6
PT_112_PV,analog,Pressure transmitter 12 process value (bar),%MD4704
PT_112_SP,REAL,Pressure transmitter 12 setpoint,%MD4706
PT_112_HI,Bool,Pressure transmitter 12 high alarm,%MX588.4
PT_112_LO,Bool,Pressure transmitter 12 low alarm,%MX588.6
PT_112_FAIL,Bool,Pressure transmitter 12 signal fault,%MX589.0
PT_113_PV,analog,Pressure transmitter 13 process value (bar),%MD4714
PT_113_SP,REAL,Pressure transmitter 13 setpoint,%MD4716
PT_113_HI,Bool,Pressure transmitter 13 high alarm,%MX589.6
PT_113_LO,Bool,Pressure transmitter 13 low alarm,%MX590.0
PT_113_FAIL,Bool,Pressure transmitter 13 signal fault,%MX590.2
PT_114_PV,analog,Pressure transmitter 14 process value (bar),%MD4724
PT_114_SP,REAL,Pressure transmitter 14 setpoint,%MD4726
PT_114_HI,Bool,Pressure transmitter 14 high alarm,%MX591.0
PT_114_LO,Bool,Pressure transmitter 14 low alarm,%MX591.2
PT_114_FAIL,Bool,Pressure transmitter 14 signal fault,%MX591.4
PT_115_PV,analog,Pressure transmitter 15 process value (bar),%MD4734
PT_115_SP,REAL,Pressure transmitter 15 setpoint,%MD4736
PT_115_HI,Bool,Pressure transmitter 15 high alarm,%MX592.2
PT_115_LO,Bool,Pressure transmitter 15 low alarm,%MX592.4
PT_115_FAIL,Bool,Pressure transmitter 15 signal fault,%MX592.6
PT_116_PV,analog,Pressure transmitter 16 process value (bar),%MD4744
PT_116_SP,REAL,Pressure transmitter 16 setpoint,%MD4746
PT_116_HI,Bool,Pressure transmitter 16 high alarm,%MX593.4
PT_116_LO,Bool,Pressure transmitter 16 low alarm,%MX593.6
PT_116_FAIL,Bool,Pressure transmitter 16 signal fault,%MX594.0
PT_117_PV,analog,Pressure transmitter 17 process value (bar),%MD4754
PT_117_SP,REAL,Pressure transmitter 17 setpoint,%MD4756
PT_117_HI,Bool,Pressure transmitter 17 high alarm,%MX594.6
PT_117_LO,Bool,Pressure transmitter 17 low alarm,%MX595.0
PT_117_FAIL,Bool,Pressure transmitter 17 signal fault,%MX595.2
PT_118_PV,analog,Pressure transmitter 18 process value (bar),%MD4764
PT_118_SP,REAL,Pressure transmitter 18 setpoint,%MD4766
PT_118_HI,Bool,Pressure transmitter 18 high alarm,%MX596.0
PT_118_LO,Bool,Pressure transmitter 18 low alarm,%MX596.2
PT_118_FAIL,Bool,Pressure transmitter 18 signal fault,%MX596.4
PT_119_PV,analog,Pressure transmitter 19 process value (bar),%MD4774
PT_119_SP,REAL,Pressure transmitter 19 setpoint,%MD4776
PT_119_HI,Bool,Pressure transmitter 19 high alarm,%MX597.2
PT_119_LO,Bool,Pressure transmitter 19 low alarm,%MX597.4
PT_119_FAIL,Bool,Pressure transmitter 19 signal fault,%MX597.6
PT_120_PV,analog,Pressure transmitter 20 process value (bar),%MD4784
PT_120_SP,REAL,Pressure transmitter 20 setpoint,%MD4786
PT_120_HI,Bool,Pressure transmitter 20 high alarm,%MX598.4
PT_120_LO,Bool,Pressure transmitter 20 low alarm,%MX598.6
PT_120_FAIL,Bool,Pressure transmitter 20 signal fault,%MX599.0
TT_101_PV,analog,Temperature transmitter 1 process value (degC),%MD4794
TT_101_SP,REAL,Temperature transmitter 1 setpoint,%MD4796
TT_101_HI,Bool,Temperature transmitter 1 high alarm,%MX599.6
TT_101_LO,Bool,Temperature transmitter 1 low alarm,%MX600.0
TT_101_FAIL,Bool,Temperature transmitter 1 signal fault,%MX600.2
TT_102_PV,analog,Temperature transmitter 2 process value (degC),%MD4804
TT_102_SP,REAL,Temperature transmitter 2 setpoint,%MD4806
TT_102_HI,Bool,Temperature transmitter 2 high alarm,%MX601.0
TT_102_LO,Bool,Temperature transmitter 2 low alarm,%MX601.2
TT_102_FAIL,Bool,Temperature transmitter 2 signal fault,%MX601.4
TT_103_PV,analog,Temperature transmitter 3 process value (degC),%MD4814
TT_103_SP,REAL,Temperature transmitter 3 setpoint,%MD4816
TT_103_HI,Bool,Temperature transmitter 3 high alarm,%MX602.2
TT_103_LO,Bool,Temperature transmitter 3 low alarm,%MX602.4
TT_103_FAIL,Bool,Temperature transmitter 3 signal fault,%MX602.6
TT_104_PV,analog,Temperature transmitter 4 process value (degC),%MD4824
TT_104_SP,REAL,Temperature transmitter 4 setpoint,%MD4826
TT_104_HI,Bool,Temperature transmitter 4 high alarm,%MX603.4
TT_104_LO,Bool,Temperature transmitter 4 low alarm,%MX603.6
TT_104_FAIL,Bool,Temperature transmitter 4 signal fault,%MX604.0
TT_105_PV,analog,Temperature transmitter 5 process value (degC),%MD4834
TT_105_SP,REAL,Temperature transmitter 5 setpoint,%MD4836
TT_105_HI,Bool,Temperature transmitter 5 high alarm,%MX604.6
