Name,DataType,Comment,Address
AHU_102_DAMPER_SP,Real,AHU 2 fresh air damper setpoint percent,%MD4128
AHU_102_OCC,Bool,AHU 2 occupied,%MX508.1
FAN_103_RUN,Bool,AHU 3 supply fan running,%MX508.2
FAN_103_FLT,Bool,AHU 3 supply fan fault,%MX508.3
FAN_103_AVAIL,Bool,AHU 3 supply fan available,%MX508.4
FAN_103_START,Bool,AHU 3 supply fan start command,%MX508.5
FAN_103_STOP,Bool,AHU 3 supply fan stop command,%MX508.6
FAN_103_HRS,Real,AHU 3 supply fan run hours,%MD4142
FAN_103_SPD,Real,AHU 3 supply fan speed feedback percent,%MD4144
FAN_103_SPD_SP,Real,AHU 3 supply fan speed setpoint percent,%MD4146
FAN_103_AMPS,Real,AHU 3 supply fan motor current A,%MD4148
FAN_113_RUN,Bool,AHU 3 return fan running,%MX509.3
FAN_113_FLT,Bool,AHU 3 return fan fault,%MX509.4
FAN_113_AVAIL,Bool,AHU 3 return fan available,%MX509.5
FAN_113_START,Bool,AHU 3 return fan start command,%MX509.6
FAN_113_STOP,Bool,AHU 3 return fan stop command,%MX509.7
FAN_113_HRS,Real,AHU 3 return fan run hours,%MD4160
FAN_113_SPD,Real,AHU 3 return fan speed feedback percent,%MD4162
FAN_113_SPD_SP,Real,AHU 3 return fan speed setpoint percent,%MD4164
FAN_113_AMPS,Real,AHU 3 return fan motor current A,%MD4166
TT_103_PV,Real,AHU 3 supply air temperature degC,%MD4168
TT_103_HI,Bool,AHU 3 supply air temperature high,%MX510.5
TT_103_LO,Bool,AHU 3 supply air temperature low,%MX510.6
TT_113_PV,Real,AHU 3 return air temperature degC,%MD4174
PT_103_PV,Real,AHU 3 filter differential pressure Pa,%MD4176
PT_103_HI,Bool,AHU 3 filter differential pressure high,%MX511.1
VLV_103_PV,Real,AHU 3 cooling coil valve position percent,%MD4180
VLV_103_SP,Real,AHU 3 cooling coil valve position setpoint percent,%MD4182
VLV_103_FLT,Bool,AHU 3 cooling coil valve fault,%MX511.4
VLV_113_PV,Real,AHU 3 heating coil valve position percent,%MD4186
VLV_113_SP,Real,AHU 3 heating coil valve position setpoint percent,%MD4188
VLV_113_FLT,Bool,AHU 3 heating coil valve fault,%MX511.7
AHU_103_DAMPER_PV,Real,AHU 3 fresh air damper percent,%MD4192
AHU_103_DAMPER_SP,Real,AHU 3 fresh air damper setpoint percent,%MD4194
AHU_103_OCC,Bool,AHU 3 occupied,%MX512.2
CMP_201_RUN,Bool,Chiller 1 running,%MX512.3
CMP_201_FLT,Bool,Chiller 1 fault,%MX512.4
CMP_201_AVAIL,Bool,Chiller 1 available,%MX512.5
CMP_201_START,Bool,Chiller 1 start command,%MX512.6
CMP_201_STOP,Bool,Chiller 1 stop command,%MX512.7
CMP_201_HRS,Real,Chiller 1 run hours,%MD4208
CMP_201_SPD,Real,Chiller 1 speed feedback percent,%MD4210
CMP_201_SPD_SP,Real,Chiller 1 speed setpoint percent,%MD4212
CMP_201_AMPS,Real,Chiller 1 motor current A,%MD4214
TT_201_PV,Real,Chiller 1 chilled water flow temperature degC,%MD4216
PT_201_PV,Real,Chiller 1 head pressure bar,%MD4218
PT_201_HI,Bool,Chiller 1 head pressure high,%MX513.6
CMP_202_RUN,Bool,Chiller 2 running,%MX513.7
CMP_202_FLT,Bool,Chiller 2 fault,%MX514.0
CMP_202_AVAIL,Bool,Chiller 2 available,%MX514.1
CMP_202_START,Bool,Chiller 2 start command,%MX514.2
CMP_202_STOP,Bool,Chiller 2 stop command,%MX514.3
CMP_202_HRS,Real,Chiller 2 run hours,%MD4232
CMP_202_SPD,Real,Chiller 2 speed feedback percent,%MD4234
CMP_202_SPD_SP,Real,Chiller 2 speed setpoint percent,%MD4236
CMP_202_AMPS,Real,Chiller 2 motor current A,%MD4238
TT_202_PV,Real,Chiller 2 chilled water flow temperature degC,%MD4240
PT_202_PV,Real,Chiller 2 head pressure bar,%MD4242
PT_202_HI,Bool,Chiller 2 head pressure high,%MX515.2
PMP_301_RUN,Bool,Chilled water pump 1 running,%MX515.3
PMP_301_FLT,Bool,Chilled water pump 1 fault,%MX515.4
PMP_301_AVAIL,Bool,Chilled water pump 1 available,%MX515.5
PMP_301_START,Bool,Chilled water pump 1 start command,%MX515.6
PMP_301_STOP,Bool,Chilled water pump 1 stop command,%MX515.7
PMP_301_HRS,Real,Chilled water pump 1 run hours,%MD4256
PMP_301_SPD,Real,Chilled water pump 1 speed feedback percent,%MD4258
PMP_301_SPD_SP,Real,Chilled water pump 1 speed setpoint percent,%MD4260
PMP_301_AMPS,Real,Chilled water pump 1 motor current A,%MD4262
PMP_302_RUN,Bool,Chilled water pump 2 running,%MX516.4
PMP_302_FLT,Bool,Chilled water pump 2 fault,%MX516.5
PMP_302_AVAIL,Bool,Chilled water pump 2 available,%MX516.6
PMP_302_START,Bool,Chilled water pump 2 start command,%MX516.7
PMP_302_STOP,Bool,Chilled water pump 2 stop command,%MX517.0
PMP_302_HRS,Real,Chilled water pump 2 run hours,%MD4274
PMP_302_SPD,Real,Chilled water pump 2 speed feedback percent,%MD4276
PMP_302_SPD_SP,Real,Chilled water pump 2 speed setpoint percent,%MD4278
PMP_302_AMPS,Real,Chilled water pump 2 motor current A,%MD4280
FT_301_PV,Real,Chilled water flow LPM,%MD4282
PT_301_PV,Real,Chilled water differential pressure bar,%MD4284
PT_301_LO,Bool,Chilled water differential pressure low,%MX517.7
BLDG_OCCUPIED,Bool,Building occupied,%MX518.0
BLDG_MODE,Int,Building mode 0 off 1 occupied 2 setback,%MW2145
BLDG-OUTSIDE-TEMP,Real,Outside air temperature degC,%MD4292
BLDG_ALARM_COUNT,Int,Active alarm count,%MW2147
